GO.ID	Term	Annotated	Significant	Expected	classicFisher	commun
GO:0071840	cellular component organization or biogenesis	3986	477	331.56	2.7e-28	19
GO:0044238	primary metabolic process	6122	640	509.23	3.5e-28	19
GO:0044772	mitotic cell cycle phase transition	420	108	34.94	3.9e-28	19
GO:0044270	cellular nitrogen compound catabolic process	300	89	24.95	4.2e-28	19
GO:0044770	cell cycle phase transition	441	111	36.68	4.8e-28	19
GO:0051276	chromosome organization	513	121	42.67	9.0e-28	19
GO:0019439	aromatic compound catabolic process	303	89	25.2	9.4e-28	19
GO:0044237	cellular metabolic process	6166	642	512.89	9.5e-28	19
GO:0019058	viral life cycle	349	96	29.03	1.9e-27	19
GO:0007049	cell cycle	1264	213	105.14	4.5e-27	19
GO:0044265	cellular macromolecule catabolic process	715	147	59.47	4.9e-27	19
GO:1901361	organic cyclic compound catabolic process	314	89	26.12	1.7e-26	19
GO:0043604	amide biosynthetic process	612	132	50.91	2.8e-26	19
GO:0006518	peptide metabolic process	651	136	54.15	1.2e-25	19
GO:0046907	intracellular transport	1118	192	93	3.6e-25	19
GO:0042273	ribosomal large subunit biogenesis	62	37	5.16	9.6e-25	19
GO:0072594	establishment of protein localization to organelle	508	114	42.26	3.6e-24	19
GO:0034622	cellular macromolecular complex assembly	725	142	60.31	7.2e-24	19
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	39	5.99	7.5e-24	19
GO:0010608	posttranscriptional regulation of gene expression	381	95	31.69	1.1e-23	19
GO:0033365	protein localization to organelle	686	136	57.06	2.4e-23	19
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	39	6.16	2.9e-23	19
GO:0006612	protein targeting to membrane	151	56	12.56	3.1e-23	19
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	71	38	5.91	5.1e-23	19
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	38	5.99	1.0e-22	19
GO:1904666	regulation of ubiquitin protein ligase activity	80	40	6.65	1.1e-22	19
GO:1904668	positive regulation of ubiquitin protein ligase activity	76	39	6.32	1.1e-22	19
GO:0071704	organic substance metabolic process	6330	641	526.53	1.1e-22	19
GO:0009057	macromolecule catabolic process	844	154	70.2	1.3e-22	19
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	37	5.82	3.4e-22	19
GO:0016073	snRNA metabolic process	80	39	6.65	1.2e-21	19
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	38	6.32	1.3e-21	19
GO:0006353	DNA-templated transcription, termination	98	43	8.15	1.8e-21	19
GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	81	39	6.74	2.1e-21	19
GO:0007067	mitotic nuclear division	363	88	30.19	4.5e-21	19
GO:0006403	RNA localization	179	58	14.89	1.2e-20	19
GO:0043603	cellular amide metabolic process	732	136	60.89	1.3e-20	19
GO:0008152	metabolic process	6499	646	540.59	3.8e-20	19
GO:0034645	cellular macromolecule biosynthetic process	3361	398	279.57	6.4e-20	19
GO:0006259	DNA metabolic process	729	134	60.64	7.1e-20	19
GO:2000058	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	88	39	7.32	8.9e-20	19
GO:0009059	macromolecule biosynthetic process	3447	404	286.72	1.9e-19	19
GO:0071166	ribonucleoprotein complex localization	118	45	9.82	1.9e-19	19
GO:0006605	protein targeting	509	105	42.34	2.5e-19	19
GO:0051443	positive regulation of ubiquitin-protein transferase activity	91	39	7.57	3.8e-19	19
GO:0051649	establishment of localization in cell	1353	202	112.54	7.6e-19	19
GO:1901990	regulation of mitotic cell cycle phase transition	249	67	20.71	8.8e-19	19
GO:0051641	cellular localization	1676	235	139.41	1.2e-18	19
GO:1901987	regulation of cell cycle phase transition	266	69	22.13	2.2e-18	19
GO:0000280	nuclear division	436	93	36.27	3.6e-18	19
GO:0007059	chromosome segregation	269	69	22.38	4.3e-18	19
GO:0007346	regulation of mitotic cell cycle	388	86	32.27	6.0e-18	19
GO:0031397	negative regulation of protein ubiquitination	117	43	9.73	6.3e-18	19
GO:0051438	regulation of ubiquitin-protein transferase activity	103	40	8.57	9.4e-18	19
GO:0000387	spliceosomal snRNP assembly	37	24	3.08	1.1e-17	19
GO:0010564	regulation of cell cycle process	461	95	38.35	1.7e-17	19
GO:0071426	ribonucleoprotein complex export from nucleus	115	42	9.57	2.0e-17	19
GO:0043487	regulation of RNA stability	131	45	10.9	2.2e-17	19
GO:0000819	sister chromatid segregation	194	56	16.14	2.3e-17	19
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	123	43	10.23	5.5e-17	19
GO:0006886	intracellular protein transport	718	126	59.72	5.7e-17	19
GO:0048285	organelle fission	462	93	38.43	1.9e-16	19
GO:0006913	nucleocytoplasmic transport	345	77	28.7	2.5e-16	19
GO:0051726	regulation of cell cycle	726	125	60.39	3.7e-16	19
GO:0043488	regulation of mRNA stability	124	42	10.31	4.7e-16	19
GO:0009301	snRNA transcription	66	30	5.49	7.1e-16	19
GO:0042795	snRNA transcription from RNA polymerase II promoter	66	30	5.49	7.1e-16	19
GO:0065003	macromolecular complex assembly	1200	177	99.82	8.4e-16	19
GO:0030490	maturation of SSU-rRNA	46	25	3.83	8.9e-16	19
GO:0051169	nuclear transport	353	77	29.36	9.8e-16	19
GO:0042274	ribosomal small subunit biogenesis	63	29	5.24	1.4e-15	19
GO:0044271	cellular nitrogen compound biosynthetic process	3308	378	275.16	1.4e-15	19
GO:0006521	regulation of cellular amino acid metabolic process	47	25	3.91	1.8e-15	19
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	134	43	11.15	2.0e-15	19
GO:0098813	nuclear chromosome segregation	229	58	19.05	4.2e-15	19
GO:0006354	DNA-templated transcription, elongation	115	39	9.57	5.1e-15	19
GO:1902582	single-organism intracellular transport	494	94	41.09	5.5e-15	19
GO:0031123	RNA 3'-end processing	100	36	8.32	6.9e-15	19
GO:0016043	cellular component organization	3860	423	321.08	7.6e-15	19
GO:0098781	ncRNA transcription	96	35	7.99	1.1e-14	19
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	50	25	4.16	1.2e-14	19
GO:1903364	positive regulation of cellular protein catabolic process	142	43	11.81	2.0e-14	19
GO:0042255	ribosome assembly	51	25	4.24	2.1e-14	19
GO:0090150	establishment of protein localization to membrane	265	62	22.04	2.5e-14	19
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	156	45	12.98	3.6e-14	19
GO:0051168	nuclear export	163	46	13.56	4.5e-14	19
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	53	25	4.41	6.6e-14	19
GO:0031398	positive regulation of protein ubiquitination	141	42	11.73	7.7e-14	19
GO:0034613	cellular protein localization	1096	160	91.17	8.0e-14	19
GO:0070727	cellular macromolecule localization	1106	161	92	8.4e-14	19
GO:0051301	cell division	428	83	35.6	8.5e-14	19
GO:0033238	regulation of cellular amine metabolic process	54	25	4.49	1.1e-13	19
GO:0006281	DNA repair	403	79	33.52	2.0e-13	19
GO:0051236	establishment of RNA localization	151	43	12.56	2.2e-13	19
GO:0043933	macromolecular complex subunit organization	1752	225	145.73	3.1e-13	19
GO:0090501	RNA phosphodiester bond hydrolysis	112	36	9.32	3.8e-13	19
GO:0006406	mRNA export from nucleus	101	34	8.4	3.8e-13	19
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	101	34	8.4	3.8e-13	19
GO:0050657	nucleic acid transport	148	42	12.31	4.8e-13	19
GO:0050658	RNA transport	148	42	12.31	4.8e-13	19
GO:0006405	RNA export from nucleus	113	36	9.4	5.1e-13	19
GO:0044248	cellular catabolic process	1030	150	85.68	7.4e-13	19
GO:0001736	establishment of planar polarity	83	30	6.9	1.1e-12	19
GO:0007164	establishment of tissue polarity	83	30	6.9	1.1e-12	19
GO:0051028	mRNA transport	128	38	10.65	1.4e-12	19
GO:0000070	mitotic sister chromatid segregation	123	37	10.23	1.7e-12	19
GO:0006261	DNA-dependent DNA replication	123	37	10.23	1.7e-12	19
GO:1901566	organonitrogen compound biosynthetic process	958	141	79.69	1.9e-12	19
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	80	29	6.65	2.5e-12	19
GO:0090175	regulation of establishment of planar polarity	80	29	6.65	2.5e-12	19
GO:0000245	spliceosomal complex assembly	47	22	3.91	2.6e-12	19
GO:1901575	organic substance catabolic process	1190	165	98.98	2.8e-12	19
GO:0038061	NIK/NF-kappaB signaling	86	30	7.15	3.3e-12	19
GO:0006369	termination of RNA polymerase II transcription	61	25	5.07	3.4e-12	19
GO:0031396	regulation of protein ubiquitination	197	48	16.39	4.9e-12	19
GO:1903320	regulation of protein modification by small protein conjugation or removal	218	51	18.13	5.5e-12	19
GO:0002478	antigen processing and presentation of exogenous peptide antigen	116	35	9.65	6.3e-12	19
GO:0033036	macromolecule localization	1813	226	150.81	6.6e-12	19
GO:0006283	transcription-coupled nucleotide-excision repair	73	27	6.07	8.2e-12	19
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	173	44	14.39	8.3e-12	19
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	68	26	5.66	8.3e-12	19
GO:0045862	positive regulation of proteolysis	263	57	21.88	8.5e-12	19
GO:0006399	tRNA metabolic process	155	41	12.89	1.1e-11	19
GO:0001738	morphogenesis of a polarized epithelium	90	30	7.49	1.2e-11	19
GO:0045732	positive regulation of protein catabolic process	183	45	15.22	1.7e-11	19
GO:0015931	nucleobase-containing compound transport	170	43	14.14	1.7e-11	19
GO:0006974	cellular response to DNA damage stimulus	606	99	50.41	1.8e-11	19
GO:0019884	antigen processing and presentation of exogenous antigen	120	35	9.98	1.9e-11	19
GO:0090305	nucleic acid phosphodiester bond hydrolysis	211	49	17.55	1.9e-11	19
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	171	43	14.22	2.2e-11	19
GO:0071897	DNA biosynthetic process	158	41	13.14	2.2e-11	19
GO:0033044	regulation of chromosome organization	127	36	10.56	2.4e-11	19
GO:0009056	catabolic process	1226	165	101.98	3.5e-11	19
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	35	18	2.91	3.5e-11	19
GO:0044249	cellular biosynthetic process	3974	417	330.56	4.0e-11	19
GO:0048002	antigen processing and presentation of peptide antigen	123	35	10.23	4.0e-11	19
GO:0000723	telomere maintenance	117	34	9.73	4.0e-11	19
GO:0006996	organelle organization	2233	262	185.74	5.9e-11	19
GO:0009452	7-methylguanosine RNA capping	36	18	2.99	6.5e-11	19
GO:0036260	RNA capping	36	18	2.99	6.5e-11	19
GO:0009058	biosynthetic process	4070	424	338.54	6.9e-11	19
GO:0031124	mRNA 3'-end processing	79	27	6.57	6.9e-11	19
GO:1903362	regulation of cellular protein catabolic process	185	44	15.39	9.2e-11	19
GO:0044106	cellular amine metabolic process	75	26	6.24	1.1e-10	19
GO:0006289	nucleotide-excision repair	103	31	8.57	1.1e-10	19
GO:0007062	sister chromatid cohesion	115	33	9.57	1.1e-10	19
GO:0006368	transcription elongation from RNA polymerase II promoter	86	28	7.15	1.1e-10	19
GO:1901576	organic substance biosynthetic process	4024	419	334.72	1.2e-10	19
GO:0006418	tRNA aminoacylation for protein translation	46	20	3.83	1.4e-10	19
GO:0006260	DNA replication	247	52	20.55	2.2e-10	19
GO:0006352	DNA-templated transcription, initiation	199	45	16.55	3.3e-10	19
GO:0034654	nucleobase-containing compound biosynthetic process	2874	317	239.06	3.5e-10	19
GO:0043038	amino acid activation	49	20	4.08	5.5e-10	19
GO:0043039	tRNA aminoacylation	49	20	4.08	5.5e-10	19
GO:0031331	positive regulation of cellular catabolic process	202	45	16.8	5.6e-10	19
GO:0002223	stimulatory C-type lectin receptor signaling pathway	86	27	7.15	6.2e-10	19
GO:0006520	cellular amino acid metabolic process	203	45	16.89	6.6e-10	19
GO:0006370	7-methylguanosine mRNA capping	32	16	2.66	7.6e-10	19
GO:0002220	innate immune response activating cell surface receptor signaling pathway	87	27	7.24	8.3e-10	19
GO:0051704	multi-organism process	1356	173	112.79	8.5e-10	19
GO:0032200	telomere organization	130	34	10.81	9.2e-10	19
GO:0072657	protein localization to membrane	342	63	28.45	9.3e-10	19
GO:1901564	organonitrogen compound metabolic process	1439	181	119.7	9.7e-10	19
GO:0009308	amine metabolic process	82	26	6.82	1.0e-09	19
GO:0018130	heterocycle biosynthetic process	2912	318	242.22	1.1e-09	19
GO:0044267	cellular protein metabolic process	3074	332	255.7	1.3e-09	19
GO:1902580	single-organism cellular localization	732	107	60.89	2.2e-09	19
GO:0019438	aromatic compound biosynthetic process	2918	317	242.72	2.3e-09	19
GO:0006361	transcription initiation from RNA polymerase I promoter	34	16	2.83	2.4e-09	19
GO:0006417	regulation of translation	271	53	22.54	2.5e-09	19
GO:0022607	cellular component assembly	1717	206	142.82	3.0e-09	19
GO:0045184	establishment of protein localization	1309	166	108.88	3.4e-09	19
GO:0034502	protein localization to chromosome	59	21	4.91	4.0e-09	19
GO:1901362	organic cyclic compound biosynthetic process	2979	321	247.79	4.5e-09	19
GO:0006310	DNA recombination	194	42	16.14	5.3e-09	19
GO:0035567	non-canonical Wnt signaling pathway	107	29	8.9	6.6e-09	19
GO:0006270	DNA replication initiation	36	16	2.99	6.7e-09	19
GO:0015031	protein transport	1202	154	99.98	7.2e-09	19
GO:0006363	termination of RNA polymerase I transcription	32	15	2.66	8.1e-09	19
GO:0019882	antigen processing and presentation	148	35	12.31	9.3e-09	19
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	57	20	4.74	1.2e-08	19
GO:0042176	regulation of protein catabolic process	260	50	21.63	1.3e-08	19
GO:0006383	transcription from RNA polymerase III promoter	47	18	3.91	1.4e-08	19
GO:0000460	maturation of 5.8S rRNA	33	15	2.74	1.4e-08	19
GO:0006362	transcription elongation from RNA polymerase I promoter	33	15	2.74	1.4e-08	19
GO:0033209	tumor necrosis factor-mediated signaling pathway	111	29	9.23	1.6e-08	19
GO:0009896	positive regulation of catabolic process	239	47	19.88	1.7e-08	19
GO:0034248	regulation of cellular amide metabolic process	287	53	23.87	2.0e-08	19
GO:0008104	protein localization	1588	190	132.09	2.0e-08	19
GO:0007051	spindle organization	87	25	7.24	2.0e-08	19
GO:0009987	cellular process	8548	746	711.02	2.3e-08	19
GO:1905330	regulation of morphogenesis of an epithelium	120	30	9.98	2.8e-08	19
GO:0010565	regulation of cellular ketone metabolic process	107	28	8.9	2.8e-08	19
GO:0000722	telomere maintenance via recombination	30	14	2.5	2.8e-08	19
GO:0000209	protein polyubiquitination	190	40	15.8	2.8e-08	19
GO:0038095	Fc-epsilon receptor signaling pathway	102	27	8.48	3.8e-08	19
GO:0006360	transcription from RNA polymerase I promoter	55	19	4.57	3.8e-08	19
GO:0090263	positive regulation of canonical Wnt signaling pathway	96	26	7.99	4.1e-08	19
GO:0051225	spindle assembly	72	22	5.99	4.2e-08	19
GO:0006312	mitotic recombination	40	16	3.33	4.2e-08	19
GO:0032210	regulation of telomere maintenance via telomerase	41	16	3.41	6.4e-08	19
GO:0019538	protein metabolic process	3286	341	273.33	9.2e-08	19
GO:0002181	cytoplasmic translation	47	17	3.91	9.3e-08	19
GO:0032446	protein modification by small protein conjugation	634	91	52.74	9.7e-08	19
GO:0044802	single-organism membrane organization	591	86	49.16	1.2e-07	19
GO:0019985	translesion synthesis	33	14	2.74	1.2e-07	19
GO:0032774	RNA biosynthetic process	2594	279	215.77	1.4e-07	19
GO:0050434	positive regulation of viral transcription	38	15	3.16	1.4e-07	19
GO:0050852	T cell receptor signaling pathway	115	28	9.57	1.5e-07	19
GO:0061024	membrane organization	688	96	57.23	1.6e-07	19
GO:0000075	cell cycle checkpoint	187	38	15.55	1.7e-07	19
GO:0006446	regulation of translational initiation	66	20	5.49	2.0e-07	19
GO:0070647	protein modification by small protein conjugation or removal	712	98	59.22	2.3e-07	19
GO:0071702	organic substance transport	1631	189	135.67	2.5e-07	19
GO:1903902	positive regulation of viral life cycle	73	21	6.07	2.7e-07	19
GO:1904356	regulation of telomere maintenance via telomere lengthening	45	16	3.74	2.9e-07	19
GO:0030177	positive regulation of Wnt signaling pathway	112	27	9.32	3.1e-07	19
GO:0007004	telomere maintenance via telomerase	51	17	4.24	3.6e-07	19
GO:0031329	regulation of cellular catabolic process	264	47	21.96	3.9e-07	19
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	281	49	23.37	4.2e-07	19
GO:0051983	regulation of chromosome segregation	75	21	6.24	4.5e-07	19
GO:0031023	microtubule organizing center organization	94	24	7.82	4.5e-07	19
GO:0051348	negative regulation of transferase activity	244	44	20.3	6.4e-07	19
GO:0000082	G1/S transition of mitotic cell cycle	189	37	15.72	6.4e-07	19
GO:0006378	mRNA polyadenylation	32	13	2.66	6.5e-07	19
GO:0043631	RNA polyadenylation	32	13	2.66	6.5e-07	19
GO:0044843	cell cycle G1/S phase transition	197	38	16.39	6.7e-07	19
GO:0006278	RNA-dependent DNA biosynthetic process	53	17	4.41	6.8e-07	19
GO:0009894	regulation of catabolic process	356	57	29.61	9.0e-07	19
GO:0050851	antigen receptor-mediated signaling pathway	132	29	10.98	9.2e-07	19
GO:0033045	regulation of sister chromatid segregation	60	18	4.99	9.7e-07	19
GO:0000086	G2/M transition of mitotic cell cycle	147	31	12.23	1.0e-06	19
GO:2000278	regulation of DNA biosynthetic process	73	20	6.07	1.2e-06	19
GO:0000731	DNA synthesis involved in DNA repair	61	18	5.07	1.3e-06	19
GO:0007052	mitotic spindle organization	44	15	3.66	1.3e-06	19
GO:0010498	proteasomal protein catabolic process	300	50	24.95	1.3e-06	19
GO:0010833	telomere maintenance via telomere lengthening	56	17	4.66	1.6e-06	19
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	45	15	3.74	1.8e-06	19
GO:0010965	regulation of mitotic sister chromatid separation	45	15	3.74	1.8e-06	19
GO:0044784	metaphase/anaphase transition of cell cycle	45	15	3.74	1.8e-06	19
GO:0050684	regulation of mRNA processing	81	21	6.74	1.8e-06	19
GO:0030178	negative regulation of Wnt signaling pathway	144	30	11.98	1.9e-06	19
GO:0051297	centrosome organization	88	22	7.32	2.0e-06	19
GO:0010501	RNA secondary structure unwinding	40	14	3.33	2.0e-06	19
GO:0006367	transcription initiation from RNA polymerase II promoter	152	31	12.64	2.1e-06	19
GO:0031047	gene silencing by RNA	130	28	10.81	2.1e-06	19
GO:0051306	mitotic sister chromatid separation	46	15	3.83	2.4e-06	19
GO:0090090	negative regulation of canonical Wnt signaling pathway	124	27	10.31	2.6e-06	19
GO:0051170	nuclear import	200	37	16.64	2.7e-06	19
GO:0048524	positive regulation of viral process	83	21	6.9	2.7e-06	19
GO:0070925	organelle assembly	414	62	34.44	3.0e-06	19
GO:0044839	cell cycle G2/M phase transition	155	31	12.89	3.3e-06	19
GO:0010948	negative regulation of cell cycle process	194	36	16.14	3.4e-06	19
GO:0000226	microtubule cytoskeleton organization	278	46	23.12	4.3e-06	19
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	66	18	5.49	4.5e-06	19
GO:0043632	modification-dependent macromolecule catabolic process	421	62	35.02	5.3e-06	19
GO:0006301	postreplication repair	43	14	3.58	5.4e-06	19
GO:0030071	regulation of mitotic metaphase/anaphase transition	43	14	3.58	5.4e-06	19
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	43	14	3.58	5.4e-06	19
GO:0007093	mitotic cell cycle checkpoint	129	27	10.73	5.7e-06	19
GO:0032481	positive regulation of type I interferon production	49	15	4.08	5.9e-06	19
GO:0051304	chromosome separation	62	17	5.16	7.6e-06	19
GO:0042180	cellular ketone metabolic process	146	29	12.14	7.8e-06	19
GO:0060249	anatomical structure homeostasis	242	41	20.13	7.8e-06	19
GO:0046782	regulation of viral transcription	56	16	4.66	7.9e-06	19
GO:2000027	regulation of organ morphogenesis	164	31	13.64	1.1e-05	19
GO:0031400	negative regulation of protein modification process	395	58	32.86	1.2e-05	19
GO:0032204	regulation of telomere maintenance	64	17	5.32	1.2e-05	19
GO:0018205	peptidyl-lysine modification	316	49	26.28	1.3e-05	19
GO:0007088	regulation of mitotic nuclear division	120	25	9.98	1.4e-05	19
GO:0042769	DNA damage response, detection of DNA damage	35	12	2.91	1.4e-05	19
GO:0071103	DNA conformation change	223	38	18.55	1.5e-05	19
GO:0033047	regulation of mitotic sister chromatid segregation	53	15	4.41	1.7e-05	19
GO:1903311	regulation of mRNA metabolic process	107	23	8.9	1.8e-05	19
GO:0071356	cellular response to tumor necrosis factor	168	31	13.97	1.8e-05	19
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	66	17	5.49	1.9e-05	19
GO:0034612	response to tumor necrosis factor	177	32	14.72	2.1e-05	19
GO:0016925	protein sumoylation	109	23	9.07	2.4e-05	19
GO:0019941	modification-dependent protein catabolic process	414	59	34.44	2.5e-05	19
GO:0038093	Fc receptor signaling pathway	147	28	12.23	2.5e-05	19
GO:2001251	negative regulation of chromosome organization	61	16	5.07	2.6e-05	19
GO:0051783	regulation of nuclear division	132	26	10.98	2.7e-05	19
GO:0002758	innate immune response-activating signal transduction	164	30	13.64	2.9e-05	19
GO:0008033	tRNA processing	96	21	7.99	3.1e-05	19
GO:0051052	regulation of DNA metabolic process	265	42	22.04	3.2e-05	19
GO:0030162	regulation of proteolysis	427	60	35.52	3.2e-05	19
GO:2001252	positive regulation of chromosome organization	56	15	4.66	3.5e-05	19
GO:0045089	positive regulation of innate immune response	190	33	15.8	3.6e-05	19
GO:0090307	mitotic spindle assembly	44	13	3.66	3.8e-05	19
GO:0002218	activation of innate immune response	167	30	13.89	4.2e-05	19
GO:0044786	cell cycle DNA replication	33	11	2.74	4.3e-05	19
GO:0006997	nucleus organization	106	22	8.82	4.8e-05	19
GO:1902850	microtubule cytoskeleton organization involved in mitosis	45	13	3.74	4.9e-05	19
GO:0032269	negative regulation of cellular protein metabolic process	636	81	52.9	5.3e-05	19
GO:0032479	regulation of type I interferon production	78	18	6.49	5.3e-05	19
GO:0032606	type I interferon production	78	18	6.49	5.3e-05	19
GO:0051171	regulation of nitrogen compound metabolic process	2876	288	239.23	5.4e-05	19
GO:1903900	regulation of viral life cycle	122	24	10.15	5.5e-05	19
GO:0006888	ER to Golgi vesicle-mediated transport	130	25	10.81	5.7e-05	19
GO:2000573	positive regulation of DNA biosynthetic process	46	13	3.83	6.3e-05	19
GO:0006511	ubiquitin-dependent protein catabolic process	409	57	34.02	6.5e-05	19
GO:0045930	negative regulation of mitotic cell cycle	172	30	14.31	7.4e-05	19
GO:0000724	double-strand break repair via homologous recombination	73	17	6.07	7.6e-05	19
GO:0010468	regulation of gene expression	2844	284	236.56	7.9e-05	19
GO:0000725	recombinational repair	74	17	6.16	9.1e-05	19
GO:0033554	cellular response to stress	1223	137	101.73	9.6e-05	19
GO:0051603	proteolysis involved in cellular protein catabolic process	453	61	37.68	9.8e-05	19
GO:0065004	protein-DNA complex assembly	183	31	15.22	9.9e-05	19
GO:0016567	protein ubiquitination	535	69	44.5	0.00013	19
GO:0007080	mitotic metaphase plate congression	37	11	3.08	0.00014	19
GO:0043902	positive regulation of multi-organism process	107	21	8.9	0.00016	19
GO:0045786	negative regulation of cell cycle	348	49	28.95	0.00016	19
GO:0045815	positive regulation of gene expression, epigenetic	71	16	5.91	0.00019	19
GO:0044257	cellular protein catabolic process	473	62	39.34	0.00019	19
GO:0051347	positive regulation of transferase activity	426	57	35.43	0.00020	19
GO:0031570	DNA integrity checkpoint	132	24	10.98	0.00020	19
GO:0034504	protein localization to nucleus	251	38	20.88	0.00020	19
GO:0051248	negative regulation of protein metabolic process	672	82	55.9	0.00021	19
GO:0001824	blastocyst development	52	13	4.33	0.00025	19
GO:0030163	protein catabolic process	547	69	45.5	0.00026	19
GO:0048024	regulation of mRNA splicing, via spliceosome	53	13	4.41	0.00030	19
GO:0006891	intra-Golgi vesicle-mediated transport	34	10	2.83	0.00031	19
GO:0044766	multi-organism transport	60	14	4.99	0.00031	19
GO:1902579	multi-organism localization	60	14	4.99	0.00031	19
GO:0017148	negative regulation of translation	120	22	9.98	0.00032	19
GO:0043484	regulation of RNA splicing	82	17	6.82	0.00034	19
GO:1901988	negative regulation of cell cycle phase transition	137	24	11.4	0.00035	19
GO:0007017	microtubule-based process	398	53	33.11	0.00037	19
GO:0032508	DNA duplex unwinding	68	15	5.66	0.00037	19
GO:0045839	negative regulation of mitotic nuclear division	41	11	3.41	0.00038	19
GO:0033046	negative regulation of sister chromatid segregation	35	10	2.91	0.00040	19
GO:0051985	negative regulation of chromosome segregation	35	10	2.91	0.00040	19
GO:0043086	negative regulation of catalytic activity	487	62	40.51	0.00042	19
GO:0071824	protein-DNA complex subunit organization	207	32	17.22	0.00044	19
GO:0075733	intracellular transport of virus	55	13	4.57	0.00045	19
GO:1901992	positive regulation of mitotic cell cycle phase transition	42	11	3.49	0.00048	19
GO:0031577	spindle checkpoint	36	10	2.99	0.00052	19
GO:0032392	DNA geometric change	70	15	5.82	0.00052	19
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	30	9	2.5	0.00053	19
GO:0071174	mitotic spindle checkpoint	30	9	2.5	0.00053	19
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	30	9	2.5	0.00053	19
GO:2000816	negative regulation of mitotic sister chromatid separation	30	9	2.5	0.00053	19
GO:1902581	multi-organism cellular localization	56	13	4.66	0.00054	19
GO:1902583	multi-organism intracellular transport	56	13	4.66	0.00054	19
GO:0034249	negative regulation of cellular amide metabolic process	125	22	10.4	0.00058	19
GO:0009408	response to heat	109	20	9.07	0.00058	19
GO:0033043	regulation of organelle organization	684	81	56.9	0.00059	19
GO:0032206	positive regulation of telomere maintenance	43	11	3.58	0.00059	19
GO:0051310	metaphase plate congression	43	11	3.58	0.00059	19
GO:0006409	tRNA export from nucleus	31	9	2.58	0.00069	19
GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	31	9	2.58	0.00069	19
GO:0002429	immune response-activating cell surface receptor signaling pathway	195	30	16.22	0.00070	19
GO:1901991	negative regulation of mitotic cell cycle phase transition	127	22	10.56	0.00072	19
GO:0007098	centrosome cycle	65	14	5.41	0.00075	19
GO:0016458	gene silencing	196	30	16.3	0.00077	19
GO:0046794	transport of virus	58	13	4.82	0.00077	19
GO:0045088	regulation of innate immune response	224	33	18.63	0.00085	19
GO:1901989	positive regulation of cell cycle phase transition	45	11	3.74	0.00090	19
GO:0006323	DNA packaging	155	25	12.89	0.00096	19
GO:0006396	RNA processing	782	236	56.25	< 1e-30	20
GO:0022613	ribonucleoprotein complex biogenesis	417	165	30	< 1e-30	20
GO:0016071	mRNA metabolic process	577	187	41.5	< 1e-30	20
GO:0034660	ncRNA metabolic process	501	165	36.04	< 1e-30	20
GO:0042254	ribosome biogenesis	292	117	21	< 1e-30	20
GO:0016072	rRNA metabolic process	244	106	17.55	< 1e-30	20
GO:0006364	rRNA processing	240	105	17.26	< 1e-30	20
GO:0090304	nucleic acid metabolic process	3499	445	251.69	< 1e-30	20
GO:0034641	cellular nitrogen compound metabolic process	4307	495	309.81	< 1e-30	20
GO:0034470	ncRNA processing	357	120	25.68	< 1e-30	20
GO:0006139	nucleobase-containing compound metabolic process	3865	460	278.01	< 1e-30	20
GO:0046483	heterocycle metabolic process	3933	460	282.9	< 1e-30	20
GO:0006397	mRNA processing	408	123	29.35	< 1e-30	20
GO:0019080	viral gene expression	179	81	12.88	< 1e-30	20
GO:0006725	cellular aromatic compound metabolic process	3964	460	285.13	< 1e-30	20
GO:0006807	nitrogen compound metabolic process	4524	498	325.41	< 1e-30	20
