DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-000624,HCC1806_BREAST,,907047,1317,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000625,HEP3B217_LIVER,,1240147,1922,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753615,1635,Myeloma,"Multiple Myeloma, plasmacytoma",Male,ATCC
ACH-000627,LCLC103H_LUNG,,753586,1502,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,DSMZ
ACH-000628,NCIH596_LUNG,,908459,1225,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",Male,ATCC
ACH-000629,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Meningioma,,
ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",Female,KCLB
ACH-000631,KS1_CENTRAL_NERVOUS_SYSTEM,,907313,1387,Brain Cancer,Glioblastoma,Female,HSRRB
ACH-000632,HS944T_SKIN,,,,Skin Cancer,Melanoma,Male,ATCC
ACH-000633,FU97_STOMACH,,1290806,2062,Gastric Cancer,Adenocarcinoma,Female,HSRRB
ACH-000634,LN340_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioblastoma,Male,
ACH-000635,SNU119_OVARY,,,,Ovarian Cancer,Cystadenocarcinoma,Female,KCLB
ACH-000636,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909702,288,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Female,DSMZ
ACH-000637,KYSE520_OESOPHAGUS,,753575,894,Esophageal Cancer,Squamous Cell Carcinoma,Female,DSMZ
ACH-000638,NCIH441_LUNG,,908460,1815,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,ATCC
ACH-000639,NCIH211_LUNG,,1240189,2107,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ATCC
ACH-000640,SKMEL31_SKIN,,909727,153,Skin Cancer,Melanoma,Female,ATCC
ACH-000641,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910566,734,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",Male,DSMZ
ACH-000212,CAL120_BREAST,CAL-120,906826,1748,Breast Cancer,Carcinoma,Female,DSMZ
ACH-000276,HCC38_BREAST,HCC38,749717,1318,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000644,COLO829_SKIN,,687448,430,Skin Cancer,Melanoma,Male,ATCC
ACH-000645,JL1_PLEURA,,,,Lung Cancer,Mesothelioma,Male,DSMZ
ACH-000646,OVMANA_OVARY,,,,Ovarian Cancer,"Adenocarcinoma, clear cell",Female,HSRRB
ACH-000647,TE1_OESOPHAGUS,,753621,1493,Esophageal Cancer,Squamous Cell Carcinoma,Male,JCRB
ACH-000648,NCIH28_PLEURA,,908470,1199,Lung Cancer,Mesothelioma,Male,ATCC
ACH-000649,786O_KIDNEY,,905947,301,Kidney Cancer,"Renal Adenocarcinoma, clear cell",Male,ATCC
ACH-000650,IGR37_SKIN,,1240153,1535,Skin Cancer,Melanoma,Male,DSMZ
ACH-000651,SW620_LARGE_INTESTINE,,905962,3,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000652,SUIT2_PANCREAS,,1240219,1749,Pancreatic Cancer,"Ductal Adenocarcinoma, tubular",Male,HSSRB
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327766,905,Myeloma,Multiple Myeloma,Female,DSMZ
ACH-000654,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909262,1762,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Male,ATCC
ACH-000655,SF268_CENTRAL_NERVOUS_SYSTEM,,905986,1490,Brain Cancer,Unknown,,Garraway Lab
ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331038,1877,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),Male,DSMZ
ACH-000657,A2780_OVARY,,906804,1245,Ovarian Cancer,"Adenocarcinoma, endometrioid",Female,ECACC
ACH-001096,JR_SOFT_TISSUE,,,,Sarcoma,Rhabdomyosarcoma,-1,
ACH-000659,SCLC21H_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,DSMZ
ACH-000660,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331036,1609,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),Female,DSMZ
ACH-000661,WM1799_SKIN,,,,Skin Cancer,Melanoma,,WISTAR
ACH-000662,CORL23_LUNG,,687780,1313,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ECAAC
ACH-000663,OVTOKO_OVARY,,1298365,1095,Ovarian Cancer,"Adenocarcinoma, clear cell",Female,HSSRB
ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909742,1634,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",Male,DSMZ
ACH-000665,SKMES1_LUNG,,909728,1628,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000666,NCIH1355_LUNG,,724866,1780,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000667,HCC44_LUNG,,1240145,1247,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,DSMZ
ACH-000568,UACC812_BREAST,,910910,1754,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000669,SW900_LUNG,,724879,1454,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000670,SBC5_LUNG,,713880,999,Lung Cancer,Small Cell Lung Cancer (SCLC),,HSRRB
ACH-000671,HUH6_LIVER,,,,Liver Cancer,Hepatoblastoma,Male,RIKEN
ACH-000672,IALM_LUNG,,910779,1792,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,RIKEN
ACH-001111,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,-1,
ACH-000674,NUGC4_STOMACH,,1298357,941,Gastric Cancer,"Adenocarcinoma, signet ring cell",Female,RIKEN
ACH-000675,NCIH1734_LUNG,,722058,411,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-001119,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-000677,SW1573_LUNG,,724878,849,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Female,ATCC
ACH-000678,MKN7_STOMACH,,924250,2113,Gastric Cancer,"Adenocarcinoma, tubular",Male,RIKEN
ACH-000679,OE19_OESOPHAGUS,,910079,1664,Esophageal Cancer,Adenocarcinoma,Male,HPACC
ACH-000680,SW948_LARGE_INTESTINE,,909757,1689,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Female,ATCC
ACH-000681,A549_LUNG,,905949,369,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000682,SNU1066_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,Squamous Cell Carcinoma,Male,KCLB
ACH-000683,SNU503_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Carcinoma,Male,KCLB
ACH-000684,KMRC1_KIDNEY,,1298168,1514,Kidney Cancer,"Renal Carcinoma, clear cell",Male,HSRRB
ACH-000685,L33_PANCREAS,,,,Pancreatic Cancer,Ductal Adenosquamous Carcinoma,,Academic Lab
ACH-000686,SNU878_LIVER,,,,Liver Cancer,Hepatocellular Carcinoma,Female,KCLB
ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JeKo-1,1327765,2118,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",Female,DSMZ
ACH-000688,OV7_OVARY,,1480360,1985,Ovarian Cancer,"Carcinoma, mixed",Female,ECACC
ACH-000689,RH18_SOFT_TISSUE,,971774,861,Sarcoma,Rhabdomyosarcoma,Female,DSMZ
ACH-000690,HCC2814_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,
ACH-001394,SUM229PE_BREAST,,,,Breast Cancer,Carcinoma,Female,
ACH-000692,SNU899_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",Male,KCLB
ACH-000693,KYSE180_OESOPHAGUS,,907318,599,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000694,TE9_OESOPHAGUS,,946353,1312,Esophageal Cancer,Squamous Cell Carcinoma,Male,RIKEN
ACH-000695,CORL47_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ECACC
ACH-000696,OVCAR8_OVARY,,905991,2131,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,NCI/DCTD
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910935,1511,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),Female,HSRRB
ACH-000698,DMS53_LUNG,,907295,580,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000699,HCC1395_BREAST,,749712,94,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-001134,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,-1,
ACH-000701,RMUGS_OVARY,,,,Ovarian Cancer,"Adenocarcinoma, endometrioid",Female,HSRRB
ACH-000702,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330935,408,Lymphoma,"B-cell, Hodgkins",Male,DSMZ
ACH-000703,DMS79_LUNG,,753551,300,Lung Cancer,Small Cell Lung Cancer (SCLC),,ATCC
ACH-000704,OAW42_OVARY,,910548,782,Ovarian Cancer,Carcinoma,Female,ECACC
ACH-000705,LC1F_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,RIKEN
ACH-001196,SMSCTR_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, embryonal",-1,
ACH-000707,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Male,ATCC
ACH-000708,SNU283_LARGE_INTESTINE,,1659929,2189,Colon/Colorectal Cancer,Colorectal Carcinoma,Female,KCLB
ACH-000709,KMRC2_KIDNEY,,,,Kidney Cancer,"Renal Carcinoma, clear cell",Male,HSRRB
ACH-000710,NCIH854_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,KCLB
ACH-000711,JIMT1_BREAST,,1298157,479,Breast Cancer,Breast Ductal Carcinoma,Female,DSMZ
ACH-000712,HCC1833_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,KCLB
ACH-000713,CAOV3_OVARY,,906825,320,Ovarian Cancer,Adenocarcinoma,Female,ATCC
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659817,1308,Myeloma,Multiple Myeloma,Female,HSRRB
ACH-000715,SNU1214_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",Male,KCLB
ACH-000716,TT2609C02_THYROID,,1240223,1457,Thyroid Cancer,"Carcinoma, follicular",Male,DSMZ
ACH-000717,COLO680N_OESOPHAGUS,,906817,1469,Esophageal Cancer,Squamous Cell Carcinoma,Female,DSMZ
ACH-000718,NCIH2291_LUNG,,724874,917,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000719,RMGI_OVARY,,909699,1162,Ovarian Cancer,"Carcinoma, clear cell",Female,HSRRB
ACH-000720,TCCSUP_URINARY_TRACT,,687459,275,Bladder Cancer,Transitional Cell Carcinoma,Female,ATCC
ACH-000721,HMC18_BREAST,,,,Breast Cancer,Carcinoma,Female,HSSRB
ACH-000722,SNUC1_LARGE_INTESTINE,,910905,1066,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000723,YD10B_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",Male,KCLB
ACH-000724,HT1376_URINARY_TRACT,,907066,1211,Bladder Cancer,Carcinoma,Female,ATCC
ACH-000725,HCC202_BREAST,,1290906,1552,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000726,TE14_OESOPHAGUS,,,,Esophageal Cancer,Squamous Cell Carcinoma,,RIKEN
ACH-000727,NCIH2066_LUNG,,1330973,1073,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ATCC
ACH-000020,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MHH-CALL-2,908132,1906,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Female,DSMZ
ACH-000729,NCIH1963_LUNG,,688010,1570,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000730,SKMEL5_SKIN,,905956,1491,Skin Cancer,Melanoma,Female,ATCC
ACH-000731,HCC2279_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,KCLB
ACH-000732,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Female,ECACC
ACH-000733,NCIH1838_LUNG,,687807,1690,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000734,JHH5_LIVER,,,,Liver Cancer,Hepatocellular Carcinoma,Male,HSSRB
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,ECACC
ACH-000736,SNU601_STOMACH,,,,Gastric Cancer,"Adenocarcinoma, signet ring cell",Male,KCLB
ACH-000737,NCIH1385_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,ATCC
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,,687568,2095,Brain Cancer,Glioblastoma,Male,HSSRB
ACH-000739,HEPG2_LIVER,,,,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000740,A253_SALIVARY_GLAND,,906794,2089,Head and Neck Cancer,"Squamous Cell Carcinoma, salivary gland",Male,ATCC
ACH-000741,UBLC1_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Female,ECACC
ACH-000742,DM3_FIBROBLAST,,,,Lung Cancer,Mesothelioma,Male,DSMZ
ACH-000743,CORL95_LUNG,,1297439,1769,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ECACC
ACH-000744,NCIH1623_LUNG,,687798,1238,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330950,924,Myeloma,Multiple Myeloma,Male,DSMZ
ACH-000746,GSS_STOMACH,,,,Gastric Cancer,Adenocarcinoma,,RIKEN
ACH-000747,NCIH1703_LUNG,,908474,1239,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000748,SJSA1_BONE,,909717,1180,Bone Cancer,"Osteosarcoma, Multipotential Sarcoma",Male,ATCC
ACH-000749,DMS273_LUNG,,687985,1862,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ECACC
ACH-000750,LOXIMVI_SKIN,,905974,401,Skin Cancer,Melanoma,Male,NCI/DCTD
ACH-000751,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330985,1679,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",,DSMZ
ACH-000752,NCIH196_LUNG,,1240186,1250,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000753,JMSU1_URINARY_TRACT,,,,Bladder Cancer,Carcinoma,Male,DSMZ
ACH-000754,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907322,1804,Lymphoma,"B-cell, Hodgkins",Female,DSMZ
ACH-001396,SUM52PE_BREAST,,,,Breast Cancer,Carcinoma,Female,
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,,906871,245,Brain Cancer,Glioblastoma,Male,RIKEN
ACH-001197,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,Unknown,,
ACH-000758,MKN74_STOMACH,,,,Gastric Cancer,Stomach Adenocarcinoma,Male,HSSRB
ACH-001228,UPCISCC152_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,
ACH-000761,NUGC2_STOMACH,,,,Gastric Cancer,Adenocarcinoma,Female,HSRRB
ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,Squamous Cell Carcinoma,Male,KCLB
ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659818,995,Myeloma,Multiple Myeloma,,Academic Lab
ACH-000764,SH10TC_STOMACH,,,,Gastric Cancer,"Adenocarcinoma, mucinous",,RIKEN
ACH-000765,WM983B_SKIN,,,,Skin Cancer,Melanoma,,Academic Lab
ACH-000766,NCIH1648_LUNG,,687799,712,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000767,NCIH526_LUNG,,688025,1380,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000768,MDAMB231_BREAST,,905960,1013,Breast Cancer,Carcinoma,Female,ATCC
ACH-000769,LK2_LUNG,,687787,45,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,RIKEN
ACH-000770,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909253,642,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Monocytic)",Male,HSSRB
ACH-000771,BICR56_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Female,ECACC
ACH-000772,TE441T_SOFT_TISSUE,,924248,298,Sarcoma,Rhabdomyosarcoma,Female,ATCC
ACH-001232,UW228_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-000774,RERFLCAD2_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,HSSRB
ACH-000775,NCIH727_LUNG,,724855,341,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Female,ATCC
ACH-000776,ONS76_CENTRAL_NERVOUS_SYSTEM,,909248,67,Brain Cancer,Medulloblastoma,Female,HSSRB
ACH-000777,KYSE30_OESOPHAGUS,,,,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,,907061,648,Head and Neck Cancer,Squamous Cell Carcinoma,Male,HSSRB
ACH-000779,PC9_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-000780,NCIH1105_LUNG,,908468,128,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000781,NCIH2023_LUNG,,1240187,1266,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000981,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446,1035,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-000783,CAMA1_BREAST,,946382,363,Breast Cancer,Carcinoma,Female,ATCC
ACH-000784,KYSE70_OESOPHAGUS,,753576,2219,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000785,NCIH2126_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000786,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831,1783,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Male,ATCC
ACH-000787,LXF289_LUNG,,753592,1175,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,DSMZ
ACH-000788,A2058_SKIN,,906792,652,Skin Cancer,Melanoma,Male,ATCC
ACH-000789,NCIH810_LUNG,,925341,1104,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000790,SHP77_LUNG,,724872,1479,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000791,RERFLCAD1_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,HSRRB
ACH-000792,BFTC909_KIDNEY,,910698,1284,Kidney Cancer,"Renal Carcinoma, transitional cell",Male,DSMZ
ACH-000793,KATOIII_STOMACH,,907276,406,Gastric Cancer,"Adenocarcinoma, signet ring cell",Male,ATCC
ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,,1240121,1575,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,ECACC
ACH-001127,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905958,2227,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,ATCC
ACH-000796,MCAS_OVARY,,,,Ovarian Cancer,"Cystadenocarcinoma, mucinous",Female,HSRRB
ACH-000797,HLFA_FIBROBLAST,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Female,ATCC
ACH-000798,CL40_LARGE_INTESTINE,,1240124,555,Colon/Colorectal Cancer,Colorectal Carcinoma,Female,DSMZ
ACH-000799,HS695T_SKIN,,,,Skin Cancer,"Melanoma, amelanotic",Male,ATCC
ACH-000800,NCIH446_LUNG,,688023,1222,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000801,HS936T_SKIN,,,,Skin Cancer,Melanoma,Male,ATCC
ACH-000802,BFTC905_URINARY_TRACT,,910926,1583,Bladder Cancer,"Transitional Cell Carcinoma, papillary",Female,DSMZ
ACH-000803,COLO668_LUNG,,910692,1072,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ECACC
ACH-000804,NB1_AUTONOMIC_GANGLIA,,949179,127,Neuroblastoma,Unknown,Male,HSRRB
ACH-000805,COLO679_SKIN,,906818,2049,Skin Cancer,Melanoma,Female,DSMZ
ACH-000806,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323,651,Lymphoma,"B-cell, Hodgkins",Female,DSMZ
ACH-000807,SNU738_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,"Oligodendroglioma, anaplastic",Male,KCLB
ACH-000808,HUH28_BILIARY_TRACT,,,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,HSSRB
ACH-000809,KYSE410_OESOPHAGUS,,753574,952,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000810,SKMEL30_SKIN,,909726,1789,Skin Cancer,Melanoma,Male,DSMZ
ACH-000811,SKOV3_OVARY,,905959,1166,Ovarian Cancer,Cystadenocarcinoma,Female,ATCC
ACH-000812,COLO783_SKIN,,1240125,857,Skin Cancer,Melanoma,Female,DSMZ
ACH-000813,T3M10_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,RIKEN
ACH-000814,HS939T_SKIN,,1298144,1261,Skin Cancer,Melanoma,Female,ATCC
ACH-000815,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976,313,Lymphoma,"B-cell, Hodgkins",Male,DSMZ
ACH-000816,NCIH524_LUNG,,908483,2147,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000817,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964,705,Myeloma,"Multiple Myeloma, plasmacytoma",Male,ATCC
ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168,1503,Brain Cancer,Glioblastoma,Male,ATCC
ACH-000820,SW403_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000821,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447,567,Myeloma,Multiple Myeloma,Female,DSMZ
ACH-000822,SKMEL24_SKIN,,909725,945,Skin Cancer,Melanoma,Male,ATCC
ACH-000823,KYSE140_OESOPHAGUS,,753573,951,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000824,KYSE510_OESOPHAGUS,,907321,893,Esophageal Cancer,Squamous Cell Carcinoma,Female,DSMZ
ACH-000825,HOP92_LUNG,,905973,888,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,Garraway Lab
ACH-000826,CAL12T_LUNG,,753540,2252,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",Male,DSMZ
ACH-000827,WM793_SKIN,,1299081,114,Skin Cancer,Melanoma,,WISTAR
ACH-000829,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,Male,ATCC
ACH-000830,NCIH1436_LUNG,,908469,2120,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000831,HEC50B_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,HSSRB
ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,,910916,1911,Head and Neck Cancer,Squamous Cell Carcinoma,Male,ATCC
ACH-000833,RH30_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",Male,DSMZ
ACH-000834,UMUC1_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Male,ECACC
ACH-000835,GCT_SOFT_TISSUE,,906999,963,Sarcoma,Malignant Fibrous Histiocytoma,Male,ATCC
ACH-000836,YD15_SALIVARY_GLAND,,,,Head and Neck Cancer,"Carcinoma, mucoepidermoid",Male,KCLB
ACH-000837,NCIH322_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Male,EACC
ACH-000838,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741,1204,Myeloma,"Multiple Myeloma, plasmacytoma",Female,DSMZ
ACH-000839,SCABER_URINARY_TRACT,,,,Bladder Cancer,Squamous Cell Carcinoma,Male,ATCC
ACH-000840,HCC366_LUNG,,1240144,638,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",Female,DSMZ
ACH-000841,NCIH2087_LUNG,,724834,915,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000842,SW480_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
